תקופה,שם לקוח,מקט,שם פריט,כמות,מחיר,מחיר תקליט,סהכ לפריט
נובמבר 2025,לה טייבל תמחורים,1491,"תפו""א אדום,קג",0,5.13,כן,0
נובמבר 2025,לה טייבל תמחורים,1056,"תפו""א לבן,קג",0,3.13,כן,0
נובמבר 2025,לה טייבל תמחורים,1503,"תפוז רגיל,קג",0,8.91,כן,0
נובמבר 2025,לה טייבל תמחורים,1506,"תפוח עץ גראני סמיט,קג",0,17.73,כן,0
נובמבר 2025,לה טייבל תמחורים,1505,"תפוח עץ פינק ליידי,קג",0,22.56,כן,0
נובמבר 2025,מינה טומיי יהוד,327,"אוכמניות,נספאק",34,19,לא,646
נובמבר 2025,מינה טומיי יהוד,538,"אספרגוס בינוני,חבילה",28,22.8,לא,638.4
נובמבר 2025,מינה טומיי יהוד,914,"ארטישוק ירושלמי,קג",6,13,לא,78
נובמבר 2025,מינה טומיי יהוד,479,"בזיליקום אדום,חבילה",12,4.5,לא,54
נובמבר 2025,מינה טומיי יהוד,1007,"בזיליקום תאילנדי,חבילה",6,5.5,לא,33
נובמבר 2025,מינה טומיי יהוד,28,"בזיליקום,קג",12,18.4,לא,220.8
נובמבר 2025,מינה טומיי יהוד,1198,"בננה,קג",10,8.91,כן,89.14
נובמבר 2025,מינה טומיי יהוד,1198,"בננה,קג",12,9.33,כן,112.01
נובמבר 2025,מינה טומיי יהוד,1198,"בננה,קג",12,11.43,כן,137.21
נובמבר 2025,מינה טומיי יהוד,1198,"בננה,קג",12,11.74,כן,140.99
נובמבר 2025,מינה טומיי יהוד,249,"בצל אדום מקולף ללא שורש,קג",30,11.22,כן,336.73
נובמבר 2025,מינה טומיי יהוד,309,"בצל ירוק,קג",67,11.9,לא,797.3
נובמבר 2025,מינה טומיי יהוד,103,"בצל מקולף ללא שורש,קג",135,8.17,כן,1104.23
נובמבר 2025,מינה טומיי יהוד,122,"ברוקולי,קג",162,17.31,כן,2804.94
נובמבר 2025,מינה טומיי יהוד,122,"ברוקולי,קג",30,22.56,כן,676.93
נובמבר 2025,מינה טומיי יהוד,122,"ברוקולי,קג",20,23.61,כן,472.29
נובמבר 2025,מינה טומיי יהוד,400,"גזר,קג",5,3.66,כן,18.32
נובמבר 2025,מינה טומיי יהוד,400,"גזר,קג",10,3.97,כן,39.79
נובמבר 2025,מינה טומיי יהוד,78,"ג'ינג'ר,קג",12,21,לא,252
נובמבר 2025,מינה טומיי יהוד,1628,"דלעת,קג",33,6.28,כן,207.55
נובמבר 2025,מינה טומיי יהוד,79,"זוקיני,קג",1,8.07,כן,8.07
נובמבר 2025,מינה טומיי יהוד,79,"זוקיני,קג",1,9.12,כן,9.12
נובמבר 2025,מינה טומיי יהוד,79,"זוקיני,קג",3,9.64,כן,28.94
נובמבר 2025,מינה טומיי יהוד,79,"זוקיני,קג",1,9.85,כן,9.85
נובמבר 2025,מינה טומיי יהוד,784,"חסה אמריקאית ארוז,יחידה",478,3.8,לא,1816.4
נובמבר 2025,מינה טומיי יהוד,1639,"חסה לאליק,נספאק",19,8.8,לא,167.2
נובמבר 2025,מינה טומיי יהוד,1191,"חסה פקצוי (זוג),נספאק",137,7.4,לא,1013.8
נובמבר 2025,מינה טומיי יהוד,660,"חציל בלאדי,קג",1,10.8,כן,10.8
נובמבר 2025,מינה טומיי יהוד,106,"כוסברה,קג",27,10.3,לא,278.1
נובמבר 2025,מינה טומיי יהוד,809,"כרוב לבן גולמי,קג",45,3.03,כן,136.55
נובמבר 2025,מינה טומיי יהוד,809,"כרוב לבן גולמי,קג",39,3.08,כן,120.39
נובמבר 2025,מינה טומיי יהוד,746,"כרוב סיני,ראש",37,7.5,לא,277.5
נובמבר 2025,מינה טומיי יהוד,156,"כרישה/פרסה,קג",17,14.16,כן,240.79
נובמבר 2025,מינה טומיי יהוד,730,"ליים,קג",46,13.11,כן,603.26
נובמבר 2025,מינה טומיי יהוד,1685,"לימון סוג א,קג",100,12.06,כן,1206.45
נובמבר 2025,מינה טומיי יהוד,1074,"מלפפון,קג",25,5.02,כן,125.73
נובמבר 2025,מינה טומיי יהוד,1074,"מלפפון,קג",38,5.5,כן,209.07
נובמבר 2025,מינה טומיי יהוד,1074,"מלפפון,קג",23,5.71,כן,131.37
נובמבר 2025,מינה טומיי יהוד,1074,"מלפפון,קג",40,6.39,כן,255.78
נובמבר 2025,מינה טומיי יהוד,1074,"מלפפון,קג",28,8.49,כן,237.84
נובמבר 2025,מינה טומיי יהוד,269,"נבטים בתפזורת,קג",168,7.7,לא,1293.6
נובמבר 2025,מינה טומיי יהוד,51,"נענע,קג",10,12,לא,120
נובמבר 2025,מינה טומיי יהוד,1216,"סלק,קג",1,4.5,כן,4.5
נובמבר 2025,מינה טומיי יהוד,1216,"סלק,קג",6,4.92,כן,29.54
נובמבר 2025,מינה טומיי יהוד,563,"עגבניות שרי תמר,קג",2,19.41,כן,38.82
נובמבר 2025,מינה טומיי יהוד,563,"עגבניות שרי תמר,קג",9,19.93,כן,179.45
נובמבר 2025,מינה טומיי יהוד,563,"עגבניות שרי תמר,קג",9,20.46,כן,184.18
נובמבר 2025,מינה טומיי יהוד,53,"עירית,קג",9.5,29.9,לא,284.05
נובמבר 2025,מינה טומיי יהוד,1016,"עלי קישוט,יחידה",230,1.3,לא,299
נובמבר 2025,מינה טומיי יהוד,41,"עשב לימון,קג",9,19.9,לא,179.1
נובמבר 2025,מינה טומיי יהוד,329,"פטל אדום,נספאק",6,29.91,כן,179.48
נובמבר 2025,מינה טומיי יהוד,329,"פטל אדום,נספאק",4,32.53,כן,130.15
נובמבר 2025,מינה טומיי יהוד,329,"פטל אדום,נספאק",11,34.32,כן,377.56
נובמבר 2025,מינה טומיי יהוד,65,"פטריות א-ת,קג",8,25.4,לא,203.2
נובמבר 2025,מינה טומיי יהוד,76,"פטריות ב-ת,קג",54,17.4,לא,939.6
נובמבר 2025,מינה טומיי יהוד,55,"פטריות יער,קג",26,34,לא,884
נובמבר 2025,מינה טומיי יהוד,69,"פטריות פורטבלה,קג",32,28,לא,896
נובמבר 2025,מינה טומיי יהוד,1421,"פלפל אדום,קג",9,9.22,כן,83.06
נובמבר 2025,מינה טומיי יהוד,1421,"פלפל אדום,קג",11,9.33,כן,102.67
נובמבר 2025,מינה טומיי יהוד,1421,"פלפל אדום,קג",11,9.54,כן,104.98
נובמבר 2025,מינה טומיי יהוד,1421,"פלפל אדום,קג",7,11.01,כן,77.1
נובמבר 2025,מינה טומיי יהוד,1383,"פלפל ירוק חריף,קג",2,11.22,כן,22.44
נובמבר 2025,מינה טומיי יהוד,1383,"פלפל ירוק חריף,קג",1,12.06,כן,12.06
נובמבר 2025,מינה טומיי יהוד,740,"פלפל פדרון קלסיקו,קג",2,38.5,לא,77
נובמבר 2025,מינה טומיי יהוד,805,"פרח מאכל - אמנון ותמר,נספאק",12,13,לא,156
נובמבר 2025,מינה טומיי יהוד,119,"צ'ילי אדום,קג",30,20.5,לא,615
נובמבר 2025,מינה טומיי יהוד,888,"צנונית,חבילה",9,3.9,לא,35.1
נובמבר 2025,מינה טומיי יהוד,23,"רוקולה בייבי,קג",5,23,לא,115
נובמבר 2025,מינה טומיי יהוד,312,"שאלוט מקולף,קג",4,29,לא,116
נובמבר 2025,מינה טומיי יהוד,190,"שום קלוף מובחר,קג",22,27,לא,594
נובמבר 2025,מינה טומיי יהוד,1847,"שעועית שטופה ארוזה,קג",2,27.28,כן,54.57
נובמבר 2025,מינה טומיי יהוד,634,"שעועית,קג",5,31.38,כן,156.92
נובמבר 2025,מינה טומיי יהוד,634,"שעועית,קג",2,34.63,כן,69.27
נובמבר 2025,מינה טומיי יהוד,634,"שעועית,קג",17,35.68,כן,606.72
נובמבר 2025,מינה טומיי יהוד,1491,"תפו""א אדום,קג",61,5.13,כן,313.2
נובמבר 2025,מינה טומיי יהוד,1503,"תפוז רגיל,קג",9,8.91,כן,80.23
נובמבר 2025,מינה טומיי יהוד,1506,"תפוח עץ גראני סמיט,קג",5,17.73,כן,88.67
נובמבר 2025,מינה טומיי יהוד,1506,"תפוח עץ גראני סמיט,קג",8,17.83,כן,142.71
נובמבר 2025,מינה טומיי יהוד,1506,"תפוח עץ גראני סמיט,קג",5,18.04,כן,90.24
נובמבר 2025,מינה טומיי יהוד,1505,"תפוח עץ פינק ליידי,קג",17,20.46,כן,347.89
נובמבר 2025,מינה טומיי יהוד,1505,"תפוח עץ פינק ליידי,קג",11,21.51,כן,236.65
נובמבר 2025,מינה טומיי יהוד,1505,"תפוח עץ פינק ליידי,קג",21,21.93,כן,460.62
נובמבר 2025,מינה טומיי יהוד,1505,"תפוח עץ פינק ליידי,קג",6,22.56,כן,135.38
נובמבר 2025,מינה טומיי יהוד,1264,"תרד בייבי שטוף,קג",27,22,לא,594
נובמבר 2025,מינה טומיי יהוד,152,"תרד בייבי,קג",2,20,לא,40
נובמבר 2025,מינה טומיי יהוד,208,"תרד,קג",4,14.8,לא,59.2
נובמבר 2025,מינה טומיי עין שמר,1512,"אגס,קג",3,19.41,כן,58.24
נובמבר 2025,מינה טומיי עין שמר,1512,"אגס,קג",6,20.46,כן,122.78
נובמבר 2025,מינה טומיי עין שמר,1512,"אגס,קג",8,22.03,כן,176.31
נובמבר 2025,מינה טומיי עין שמר,327,"אוכמניות,נספאק",47,19,לא,893
נובמבר 2025,מינה טומיי עין שמר,538,"אספרגוס בינוני,חבילה",69,22.8,לא,1573.2
נובמבר 2025,מינה טומיי עין שמר,914,"ארטישוק ירושלמי,קג",28,13,לא,364
נובמבר 2025,מינה טומיי עין שמר,28,"בזיליקום,קג",11,18.4,לא,202.4
נובמבר 2025,מינה טומיי עין שמר,928,"בטטה סגולה,קג",14,16,לא,224
נובמבר 2025,מינה טומיי עין שמר,1198,"בננה,קג",24,9.33,כן,224.02
נובמבר 2025,מינה טומיי עין שמר,1198,"בננה,קג",25,11.74,כן,293.73
נובמבר 2025,מינה טומיי עין שמר,249,"בצל אדום מקולף ללא שורש,קג",35,11.22,כן,392.85
נובמבר 2025,מינה טומיי עין שמר,309,"בצל ירוק,קג",44,11.9,לא,523.6
נובמבר 2025,מינה טומיי עין שמר,103,"בצל מקולף ללא שורש,קג",190,8.17,כן,1554.1
נובמבר 2025,מינה טומיי עין שמר,122,"ברוקולי,קג",166,17.31,כן,2874.2
נובמבר 2025,מינה טומיי עין שמר,122,"ברוקולי,קג",30,22.56,כן,676.93
נובמבר 2025,מינה טומיי עין שמר,122,"ברוקולי,קג",40,23.61,כן,944.58
נובמבר 2025,מינה טומיי עין שמר,400,"גזר,קג",15,3.66,כן,54.96
נובמבר 2025,מינה טומיי עין שמר,400,"גזר,קג",15,3.97,כן,59.69
נובמבר 2025,מינה טומיי עין שמר,78,"ג'ינג'ר,קג",17,21,לא,357
נובמבר 2025,מינה טומיי עין שמר,1628,"דלעת,קג",66,6.28,כן,415.1
נובמבר 2025,מינה טומיי עין שמר,79,"זוקיני,קג",3,9.12,כן,27.37
נובמבר 2025,מינה טומיי עין שמר,79,"זוקיני,קג",2,9.64,כן,19.29
נובמבר 2025,מינה טומיי עין שמר,79,"זוקיני,קג",1,9.85,כן,9.85
נובמבר 2025,מינה טומיי עין שמר,784,"חסה אמריקאית ארוז,יחידה",520,3.8,לא,1976
נובמבר 2025,מינה טומיי עין שמר,1639,"חסה לאליק,נספאק",19,8.8,לא,167.2
נובמבר 2025,מינה טומיי עין שמר,1191,"חסה פקצוי (זוג),נספאק",330,7.4,לא,2442
נובמבר 2025,מינה טומיי עין שמר,1381,"חציל,קג",2,6.18,כן,12.36
נובמבר 2025,מינה טומיי עין שמר,1381,"חציל,קג",2,6.28,כן,12.57
נובמבר 2025,מינה טומיי עין שמר,1381,"חציל,קג",2,7.75,כן,15.51
נובמבר 2025,מינה טומיי עין שמר,106,"כוסברה,קג",32,10.3,לא,329.6
נובמבר 2025,מינה טומיי עין שמר,809,"כרוב לבן גולמי,קג",84,3.03,כן,254.89
נובמבר 2025,מינה טומיי עין שמר,809,"כרוב לבן גולמי,קג",78,3.08,כן,240.78
נובמבר 2025,מינה טומיי עין שמר,746,"כרוב סיני,ראש",34,7.5,לא,255
נובמבר 2025,מינה טומיי עין שמר,156,"כרישה/פרסה,קג",40,14.16,כן,566.58
נובמבר 2025,מינה טומיי עין שמר,730,"ליים,קג",22,13.11,כן,288.51
נובמבר 2025,מינה טומיי עין שמר,1685,"לימון סוג א,קג",73,12.06,כן,880.7
נובמבר 2025,מינה טומיי עין שמר,1074,"מלפפון,קג",95,5.02,כן,477.8
נובמבר 2025,מינה טומיי עין שמר,1074,"מלפפון,קג",85,5.5,כן,467.67
נובמבר 2025,מינה טומיי עין שמר,1074,"מלפפון,קג",35,5.71,כן,199.92
נובמבר 2025,מינה טומיי עין שמר,1074,"מלפפון,קג",85,6.39,כן,543.53
נובמבר 2025,מינה טומיי עין שמר,1074,"מלפפון,קג",85,8.49,כן,722.03
נובמבר 2025,מינה טומיי עין שמר,269,"נבטים בתפזורת,קג",216,7.7,לא,1663.2
נובמבר 2025,מינה טומיי עין שמר,553,"נענע בלדי,קג",1,18,לא,18
נובמבר 2025,מינה טומיי עין שמר,51,"נענע,קג",8,12,לא,96
נובמבר 2025,מינה טומיי עין שמר,1216,"סלק,קג",1,4.5,כן,4.5
נובמבר 2025,מינה טומיי עין שמר,1216,"סלק,קג",2,4.6,כן,9.21
נובמבר 2025,מינה טומיי עין שמר,1216,"סלק,קג",5,4.92,כן,24.62
נובמבר 2025,מינה טומיי עין שמר,563,"עגבניות שרי תמר,קג",8,19.41,כן,155.31
נובמבר 2025,מינה טומיי עין שמר,563,"עגבניות שרי תמר,קג",15,19.93,כן,299.09
נובמבר 2025,מינה טומיי עין שמר,563,"עגבניות שרי תמר,קג",16,20.46,כן,327.43
נובמבר 2025,מינה טומיי עין שמר,53,"עירית,קג",11.5,29.9,לא,343.85
נובמבר 2025,מינה טומיי עין שמר,1016,"עלי קישוט,יחידה",200,1.3,לא,260
נובמבר 2025,מינה טומיי עין שמר,41,"עשב לימון,קג",16,19.9,לא,318.4
נובמבר 2025,מינה טומיי עין שמר,65,"פטריות א-ת,קג",43,25.4,לא,1092.2
נובמבר 2025,מינה טומיי עין שמר,76,"פטריות ב-ת,קג",91,17.4,לא,1583.4
נובמבר 2025,מינה טומיי עין שמר,55,"פטריות יער,קג",34,34,לא,1156
נובמבר 2025,מינה טומיי עין שמר,69,"פטריות פורטבלה,קג",49,28,לא,1372
נובמבר 2025,מינה טומיי עין שמר,1421,"פלפל אדום,קג",11,9.22,כן,101.52
נובמבר 2025,מינה טומיי עין שמר,1421,"פלפל אדום,קג",8,9.33,כן,74.67
נובמבר 2025,מינה טומיי עין שמר,1421,"פלפל אדום,קג",8,9.54,כן,76.35
נובמבר 2025,מינה טומיי עין שמר,1421,"פלפל אדום,קג",4,11.01,כן,44.05
נובמבר 2025,מינה טומיי עין שמר,1383,"פלפל ירוק חריף,קג",1,10.27,כן,10.27
נובמבר 2025,מינה טומיי עין שמר,1383,"פלפל ירוק חריף,קג",2,11.22,כן,22.44
נובמבר 2025,מינה טומיי עין שמר,1383,"פלפל ירוק חריף,קג",1,11.95,כן,11.95
נובמבר 2025,מינה טומיי עין שמר,1383,"פלפל ירוק חריף,קג",2,12.06,כן,24.12
נובמבר 2025,מינה טומיי עין שמר,578,"פפאיה ירוקה,קג",15,10,לא,150
נובמבר 2025,מינה טומיי עין שמר,805,"פרח מאכל - אמנון ותמר,נספאק",14,13,לא,182
נובמבר 2025,מינה טומיי עין שמר,119,"צ'ילי אדום,קג",32,20.5,לא,656
נובמבר 2025,מינה טומיי עין שמר,888,"צנונית,חבילה",13,3.9,לא,50.7
נובמבר 2025,מינה טומיי עין שמר,23,"רוקולה בייבי,קג",5,23,לא,115
נובמבר 2025,מינה טומיי עין שמר,312,"שאלוט מקולף,קג",9,29,לא,261
נובמבר 2025,מינה טומיי עין שמר,190,"שום קלוף מובחר,קג",32,27,לא,864
נובמבר 2025,מינה טומיי עין שמר,1847,"שעועית שטופה ארוזה,קג",11,27.28,כן,300.18
נובמבר 2025,מינה טומיי עין שמר,634,"שעועית,קג",9,31.38,כן,282.46
נובמבר 2025,מינה טומיי עין שמר,634,"שעועית,קג",9,34.63,כן,311.75
נובמבר 2025,מינה טומיי עין שמר,634,"שעועית,קג",17,35.68,כן,606.72
