תקופה,שם לקוח,מקט,שם פריט,כמות,מחיר,מחיר תקליט,סהכ לפריט
נובמבר 2025,פאט ויני יהוד,44,"פטרוזיליה,קג",18.5,9.9,לא,183.15
נובמבר 2025,פאט ויני יהוד,65,"פטריות א-ת,קג",46,25.4,לא,1168.4
נובמבר 2025,פאט ויני יהוד,565,"פטריות פורטבלה גדולות,קג",43,28,לא,1204
נובמבר 2025,פאט ויני יהוד,1383,"פלפל ירוק חריף,קג",1,10.27,כן,10.27
נובמבר 2025,פאט ויני יהוד,1383,"פלפל ירוק חריף,קג",5,11.22,כן,56.12
נובמבר 2025,פאט ויני יהוד,1383,"פלפל ירוק חריף,קג",2,12.06,כן,24.12
נובמבר 2025,פאט ויני יהוד,1419,"פלפל צהוב,קג",10,9.85,כן,98.59
נובמבר 2025,פאט ויני יהוד,1419,"פלפל צהוב,קג",14,11.53,כן,161.55
נובמבר 2025,פאט ויני יהוד,1419,"פלפל צהוב,קג",27,11.74,כן,317.23
נובמבר 2025,פאט ויני יהוד,1419,"פלפל צהוב,קג",9,13.21,כן,118.97
נובמבר 2025,פאט ויני יהוד,1260,"פלפל שושקה אדום,קג",1,23.08,כן,23.08
נובמבר 2025,פאט ויני יהוד,1260,"פלפל שושקה אדום,קג",1,25.18,כן,25.18
נובמבר 2025,פאט ויני יהוד,119,"צ'ילי אדום,קג",7,20.5,לא,143.5
נובמבר 2025,פאט ויני יהוד,63,"רוקולה,קג",19,16,לא,304
נובמבר 2025,פאט ויני יהוד,190,"שום קלוף מובחר,קג",70,27,לא,1890
נובמבר 2025,פאט ויני יהוד,634,"שעועית,קג",9,35.68,כן,321.2
נובמבר 2025,פאט ויני יהוד,1255,"תירס לבן,יחידה",9,3.9,לא,35.1
נובמבר 2025,פאט ויני יהוד,855,"תפו""א באטר,קג",230,4.5,לא,1035
נובמבר 2025,פאט ויני יהוד,1503,"תפוז רגיל,קג",6,8.91,כן,53.48
נובמבר 2025,פאט ויני יהוד,658,"תרד תורכי,קג",39,20,לא,780
נובמבר 2025,פאט ויני יהוד,208,"תרד,קג",3,14.8,לא,44.4
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1512,"אגס,קג",9,19.41,כן,174.73
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1512,"אגס,קג",10,20.46,כן,204.64
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1512,"אגס,קג",11,22.03,כן,242.43
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),39,"אורגנו,קג",4,19.9,לא,79.6
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1517,"אנדיב אדום ארוז זוג,נספאק",18,22,לא,396
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),28,"בזיליקום,קג",25.5,18.4,לא,469.2
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),110,"בטטה גדולה,קג",6,7.33,כן,44.03
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),110,"בטטה גדולה,קג",21,7.54,כן,158.53
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),837,"בצל אדום מקולף גלאט,קג",15,9.38,כן,140.8
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),249,"בצל אדום מקולף ללא שורש,קג",30,11.22,כן,336.73
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),103,"בצל מקולף ללא שורש,קג",55,8.17,כן,449.87
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),122,"ברוקולי,קג",14,17.31,כן,242.4
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),122,"ברוקולי,קג",6,22.56,כן,135.38
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),122,"ברוקולי,קג",3,23.61,כן,70.84
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),400,"גזר,קג",2.5,3.66,כן,9.16
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),400,"גזר,קג",12.5,3.97,כן,49.74
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),79,"זוקיני,קג",5,8.07,כן,40.37
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),79,"זוקיני,קג",4,9.12,כן,36.49
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),79,"זוקיני,קג",8,9.64,כן,77.19
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1639,"חסה לאליק,נספאק",198,8.8,לא,1742.4
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),685,"חסה לבבות קיסר,קג",232,19.5,לא,4524
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),871,"חסה סלנובה,נספאק",36,8.5,לא,306
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1381,"חציל,קג",2,6.18,כן,12.36
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1381,"חציל,קג",3,6.28,כן,18.86
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1381,"חציל,קג",3,7.33,כן,22.01
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1381,"חציל,קג",6,7.75,כן,46.55
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),43,"טימין,חבילה",1,3,לא,3
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),156,"כרישה/פרסה,קג",17,14.16,כן,240.79
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),730,"ליים,קג",4,13.11,כן,52.45
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1685,"לימון סוג א,קג",47,12.06,כן,567.03
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1074,"מלפפון,קג",20,5.02,כן,100.59
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1074,"מלפפון,קג",16,5.5,כן,88.03
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1074,"מלפפון,קג",6,5.71,כן,34.27
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1074,"מלפפון,קג",11,6.39,כן,70.33
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1074,"מלפפון,קג",14,8.49,כן,118.92
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),553,"נענע בלדי,קג",0.5,18,לא,9
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),51,"נענע,קג",5,12,לא,60
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1216,"סלק,קג",9,4.92,כן,44.32
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),97,"סלרי,יחידה",8,3.5,לא,28
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),344,"עגבניה אשכול,קג",39,11.95,כן,466.42
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),344,"עגבניה אשכול,קג",86,12.27,כן,1055.6
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),344,"עגבניה אשכול,קג",16,12.79,כן,204.79
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),344,"עגבניה אשכול,קג",42,13.11,כן,550.8
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1467,"עגבניות מגי,נספאק",4,23.08,כן,92.35
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1467,"עגבניות מגי,נספאק",15,23.61,כן,354.21
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1467,"עגבניות מגי,נספאק",10,25.18,כן,251.89
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1467,"עגבניות מגי,נספאק",10,25.71,כן,257.14
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),644,"עגבניות שרי מנומר,קג",6,19.41,כן,116.48
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),644,"עגבניות שרי מנומר,קג",65,20.46,כן,1330.19
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),640,"עגבניות שרי צהוב,קג",52,19.41,כן,1009.55
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),640,"עגבניות שרי צהוב,קג",46,20.46,כן,941.36
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),563,"עגבניות שרי תמר,קג",10,19.41,כן,194.14
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),563,"עגבניות שרי תמר,קג",42,19.93,כן,837.45
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),563,"עגבניות שרי תמר,קג",46,20.46,כן,941.36
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),54,"עירית,חבילה",2,2.8,לא,5.6
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),44,"פטרוזיליה,קג",21.5,9.9,לא,212.85
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),65,"פטריות א-ת,קג",54,25.4,לא,1371.6
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),565,"פטריות פורטבלה גדולות,קג",51,28,לא,1428
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1421,"פלפל אדום,קג",1,9.22,כן,9.22
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1421,"פלפל אדום,קג",2,9.33,כן,18.66
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1383,"פלפל ירוק חריף,קג",3,10.27,כן,30.83
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1383,"פלפל ירוק חריף,קג",2,11.22,כן,22.44
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1383,"פלפל ירוק חריף,קג",2,11.95,כן,23.91
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1419,"פלפל צהוב,קג",7,9.85,כן,69.01
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1419,"פלפל צהוב,קג",6,11.53,כן,69.23
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1419,"פלפל צהוב,קג",23,11.74,כן,270.23
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1419,"פלפל צהוב,קג",5,13.21,כן,66.09
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),119,"צ'ילי אדום,קג",12.5,20.5,לא,256.25
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),34,"רוזמרין,קג",0.5,13,לא,6.5
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),63,"רוקולה,קג",18.5,16,לא,296
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),190,"שום קלוף מובחר,קג",49,27,לא,1323
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),634,"שעועית,קג",2,34.63,כן,69.27
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),634,"שעועית,קג",7,35.68,כן,249.82
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1255,"תירס לבן,יחידה",10,3.9,לא,39
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),855,"תפו""א באטר,קג",240,4.5,לא,1080
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),1503,"תפוז רגיל,קג",5,8.91,כן,44.57
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),152,"תרד בייבי,קג",4,20,לא,80
נובמבר 2025,פאט ויני כרמיאל (ניסים טויזר),658,"תרד תורכי,קג",40,20,לא,800
נובמבר 2025,פאט ויני נתניה,1512,"אגס,קג",7,19.41,כן,135.9
נובמבר 2025,פאט ויני נתניה,1512,"אגס,קג",4,20.46,כן,81.85
נובמבר 2025,פאט ויני נתניה,1512,"אגס,קג",23,22.03,כן,506.9
נובמבר 2025,פאט ויני נתניה,39,"אורגנו,קג",3.5,19.9,לא,69.65
נובמבר 2025,פאט ויני נתניה,1517,"אנדיב אדום ארוז זוג,נספאק",38,22,לא,836
נובמבר 2025,פאט ויני נתניה,28,"בזיליקום,קג",30,18.4,לא,552
נובמבר 2025,פאט ויני נתניה,110,"בטטה גדולה,קג",24,7.33,כן,176.14
נובמבר 2025,פאט ויני נתניה,110,"בטטה גדולה,קג",30,7.54,כן,226.48
נובמבר 2025,פאט ויני נתניה,837,"בצל אדום מקולף גלאט,קג",60,9.38,כן,563.22
נובמבר 2025,פאט ויני נתניה,103,"בצל מקולף ללא שורש,קג",75,8.17,כן,613.46
נובמבר 2025,פאט ויני נתניה,122,"ברוקולי,קג",13,17.31,כן,225.08
נובמבר 2025,פאט ויני נתניה,122,"ברוקולי,קג",8,22.56,כן,180.51
נובמבר 2025,פאט ויני נתניה,122,"ברוקולי,קג",8,23.61,כן,188.91
נובמבר 2025,פאט ויני נתניה,400,"גזר,קג",7.5,3.66,כן,27.48
נובמבר 2025,פאט ויני נתניה,400,"גזר,קג",7.5,3.97,כן,29.84
נובמבר 2025,פאט ויני נתניה,79,"זוקיני,קג",8,9.64,כן,77.19
נובמבר 2025,פאט ויני נתניה,1639,"חסה לאליק,נספאק",78,8.8,לא,686.4
נובמבר 2025,פאט ויני נתניה,685,"חסה לבבות קיסר,קג",204,19.5,לא,3978
נובמבר 2025,פאט ויני נתניה,1489,"חסה ליטל גם מהדרין,נספאק",78,12,לא,936
נובמבר 2025,פאט ויני נתניה,871,"חסה סלנובה,נספאק",43,8.5,לא,365.5
נובמבר 2025,פאט ויני נתניה,1381,"חציל,קג",4,6.97,כן,27.88
נובמבר 2025,פאט ויני נתניה,1381,"חציל,קג",5,7.33,כן,36.69
נובמבר 2025,פאט ויני נתניה,1381,"חציל,קג",12,7.75,כן,93.11
נובמבר 2025,פאט ויני נתניה,43,"טימין,חבילה",4,3,לא,12
נובמבר 2025,פאט ויני נתניה,156,"כרישה/פרסה,קג",39,14.16,כן,552.41
נובמבר 2025,פאט ויני נתניה,730,"ליים,קג",5,13.11,כן,65.57
נובמבר 2025,פאט ויני נתניה,1685,"לימון סוג א,קג",41,12.06,כן,494.64
נובמבר 2025,פאט ויני נתניה,1074,"מלפפון,קג",26,5.02,כן,130.76
נובמבר 2025,פאט ויני נתניה,1074,"מלפפון,קג",28,5.5,כן,154.05
נובמבר 2025,פאט ויני נתניה,1074,"מלפפון,קג",5,5.71,כן,28.56
נובמבר 2025,פאט ויני נתניה,1074,"מלפפון,קג",32,6.39,כן,204.62
נובמבר 2025,פאט ויני נתניה,1074,"מלפפון,קג",29,8.49,כן,246.34
נובמבר 2025,פאט ויני נתניה,51,"נענע,קג",3.5,12,לא,42
נובמבר 2025,פאט ויני נתניה,1216,"סלק,קג",4,4.6,כן,18.43
נובמבר 2025,פאט ויני נתניה,1216,"סלק,קג",17,4.92,כן,83.71
נובמבר 2025,פאט ויני נתניה,97,"סלרי,יחידה",15,3.5,לא,52.5
נובמבר 2025,פאט ויני נתניה,344,"עגבניה אשכול,קג",50,11.95,כן,597.97
נובמבר 2025,פאט ויני נתניה,344,"עגבניה אשכול,קג",130,12.27,כן,1595.68
נובמבר 2025,פאט ויני נתניה,344,"עגבניה אשכול,קג",10,12.79,כן,127.99
נובמבר 2025,פאט ויני נתניה,344,"עגבניה אשכול,קג",50,13.11,כן,655.72
נובמבר 2025,פאט ויני נתניה,1467,"עגבניות מגי,נספאק",4,23.08,כן,92.35
נובמבר 2025,פאט ויני נתניה,1467,"עגבניות מגי,נספאק",38,23.61,כן,897.35
נובמבר 2025,פאט ויני נתניה,1467,"עגבניות מגי,נספאק",20,25.18,כן,503.79
נובמבר 2025,פאט ויני נתניה,1467,"עגבניות מגי,נספאק",16,25.71,כן,411.43
נובמבר 2025,פאט ויני נתניה,644,"עגבניות שרי מנומר,קג",6,19.41,כן,116.48
נובמבר 2025,פאט ויני נתניה,644,"עגבניות שרי מנומר,קג",28,20.46,כן,573
נובמבר 2025,פאט ויני נתניה,640,"עגבניות שרי צהוב,קג",58,19.41,כן,1126.04
נובמבר 2025,פאט ויני נתניה,640,"עגבניות שרי צהוב,קג",72,20.46,כן,1473.44
נובמבר 2025,פאט ויני נתניה,563,"עגבניות שרי תמר,קג",6,19.41,כן,116.48
נובמבר 2025,פאט ויני נתניה,563,"עגבניות שרי תמר,קג",71,19.93,כן,1415.7
נובמבר 2025,פאט ויני נתניה,563,"עגבניות שרי תמר,קג",60,20.46,כן,1227.87
נובמבר 2025,פאט ויני נתניה,54,"עירית,חבילה",7,2.8,לא,19.6
נובמבר 2025,פאט ויני נתניה,44,"פטרוזיליה,קג",43,9.9,לא,425.7
נובמבר 2025,פאט ויני נתניה,65,"פטריות א-ת,קג",88,25.4,לא,2235.2
נובמבר 2025,פאט ויני נתניה,565,"פטריות פורטבלה גדולות,קג",40,28,לא,1120
נובמבר 2025,פאט ויני נתניה,1383,"פלפל ירוק חריף,קג",3,10.27,כן,30.83
נובמבר 2025,פאט ויני נתניה,1383,"פלפל ירוק חריף,קג",2,11.22,כן,22.44
נובמבר 2025,פאט ויני נתניה,1419,"פלפל צהוב,קג",11,9.85,כן,108.45
נובמבר 2025,פאט ויני נתניה,1419,"פלפל צהוב,קג",10,11.53,כן,115.39
נובמבר 2025,פאט ויני נתניה,1419,"פלפל צהוב,קג",24,11.74,כן,281.98
נובמבר 2025,פאט ויני נתניה,1419,"פלפל צהוב,קג",8,13.21,כן,105.75
נובמבר 2025,פאט ויני נתניה,1260,"פלפל שושקה אדום,קג",4,23.08,כן,92.35
נובמבר 2025,פאט ויני נתניה,1260,"פלפל שושקה אדום,קג",3,25.18,כן,75.56
נובמבר 2025,פאט ויני נתניה,119,"צ'ילי אדום,קג",18,20.5,לא,369
נובמבר 2025,פאט ויני נתניה,34,"רוזמרין,קג",1,13,לא,13
נובמבר 2025,פאט ויני נתניה,63,"רוקולה,קג",29,16,לא,464
נובמבר 2025,פאט ויני נתניה,190,"שום קלוף מובחר,קג",71,27,לא,1917
נובמבר 2025,פאט ויני נתניה,634,"שעועית,קג",6,35.68,כן,214.13
נובמבר 2025,פאט ויני נתניה,1255,"תירס לבן,יחידה",65,3.9,לא,253.5
נובמבר 2025,פאט ויני נתניה,855,"תפו""א באטר,קג",380,4.5,לא,1710
נובמבר 2025,פאט ויני נתניה,1503,"תפוז רגיל,קג",7,8.91,כן,62.4
נובמבר 2025,פאט ויני נתניה,658,"תרד תורכי,קג",53,20,לא,1060
נובמבר 2025,פאט ויני עזריאלי חיפה,1895,"אבוקדו מארז זוג בשל,חבילה",3,7.23,כן,21.7
נובמבר 2025,פאט ויני עזריאלי חיפה,1512,"אגס,קג",6,19.41,כן,116.48
נובמבר 2025,פאט ויני עזריאלי חיפה,1512,"אגס,קג",13,20.46,כן,266.03
נובמבר 2025,פאט ויני עזריאלי חיפה,1512,"אגס,קג",13,22.03,כן,286.51
נובמבר 2025,פאט ויני עזריאלי חיפה,39,"אורגנו,קג",3.5,19.9,לא,69.65
נובמבר 2025,פאט ויני עזריאלי חיפה,1517,"אנדיב אדום ארוז זוג,נספאק",23,22,לא,506
נובמבר 2025,פאט ויני עזריאלי חיפה,1504,"אפרסמון,קג",1,34.63,כן,34.63
נובמבר 2025,פאט ויני עזריאלי חיפה,28,"בזיליקום,קג",25,18.4,לא,460
נובמבר 2025,פאט ויני עזריאלי חיפה,110,"בטטה גדולה,קג",18,7.33,כן,132.11
נובמבר 2025,פאט ויני עזריאלי חיפה,110,"בטטה גדולה,קג",30,7.54,כן,226.48
נובמבר 2025,פאט ויני עזריאלי חיפה,837,"בצל אדום מקולף גלאט,קג",10,9.38,כן,93.87
נובמבר 2025,פאט ויני עזריאלי חיפה,249,"בצל אדום מקולף ללא שורש,קג",45,11.22,כן,505.1
נובמבר 2025,פאט ויני עזריאלי חיפה,103,"בצל מקולף ללא שורש,קג",120,8.17,כן,981.54
נובמבר 2025,פאט ויני עזריאלי חיפה,122,"ברוקולי,קג",16,17.31,כן,277.03
נובמבר 2025,פאט ויני עזריאלי חיפה,122,"ברוקולי,קג",6,22.56,כן,135.38
נובמבר 2025,פאט ויני עזריאלי חיפה,122,"ברוקולי,קג",3,23.61,כן,70.84
נובמבר 2025,פאט ויני עזריאלי חיפה,400,"גזר,קג",2.5,3.66,כן,9.16
נובמבר 2025,פאט ויני עזריאלי חיפה,400,"גזר,קג",10,3.97,כן,39.79
נובמבר 2025,פאט ויני עזריאלי חיפה,79,"זוקיני,קג",1,9.64,כן,9.64
נובמבר 2025,פאט ויני עזריאלי חיפה,1639,"חסה לאליק,נספאק",254,8.8,לא,2235.2
נובמבר 2025,פאט ויני עזריאלי חיפה,685,"חסה לבבות קיסר,קג",185,19.5,לא,3607.5
נובמבר 2025,פאט ויני עזריאלי חיפה,871,"חסה סלנובה,נספאק",32,8.5,לא,272
נובמבר 2025,פאט ויני עזריאלי חיפה,1381,"חציל,קג",3,6.18,כן,18.55
נובמבר 2025,פאט ויני עזריאלי חיפה,1381,"חציל,קג",5,6.28,כן,31.44
נובמבר 2025,פאט ויני עזריאלי חיפה,1381,"חציל,קג",3,6.97,כן,20.91
נובמבר 2025,פאט ויני עזריאלי חיפה,1381,"חציל,קג",7,7.33,כן,51.37
נובמבר 2025,פאט ויני עזריאלי חיפה,1381,"חציל,קג",8,7.75,כן,62.07
נובמבר 2025,פאט ויני עזריאלי חיפה,42,"טימין,קג",1,16,לא,16
נובמבר 2025,פאט ויני עזריאלי חיפה,106,"כוסברה,קג",0.5,10.3,לא,5.15
נובמבר 2025,פאט ויני עזריאלי חיפה,156,"כרישה/פרסה,קג",40,14.16,כן,566.58
נובמבר 2025,פאט ויני עזריאלי חיפה,730,"ליים,קג",2,13.11,כן,26.22
נובמבר 2025,פאט ויני עזריאלי חיפה,1685,"לימון סוג א,קג",49,12.06,כן,591.16
נובמבר 2025,פאט ויני עזריאלי חיפה,1074,"מלפפון,קג",36,5.02,כן,181.06
נובמבר 2025,פאט ויני עזריאלי חיפה,1074,"מלפפון,קג",17,5.5,כן,93.53
נובמבר 2025,פאט ויני עזריאלי חיפה,1074,"מלפפון,קג",12,5.71,כן,68.54
נובמבר 2025,פאט ויני עזריאלי חיפה,1074,"מלפפון,קג",33,6.39,כן,211.01
נובמבר 2025,פאט ויני עזריאלי חיפה,1074,"מלפפון,קג",20,8.49,כן,169.89
נובמבר 2025,פאט ויני עזריאלי חיפה,323,"מנגולד,קג",1,8.5,לא,8.5
נובמבר 2025,פאט ויני עזריאלי חיפה,38,"מרווה,חבילה",1,3,לא,3
נובמבר 2025,פאט ויני עזריאלי חיפה,51,"נענע,קג",7,12,לא,84
נובמבר 2025,פאט ויני עזריאלי חיפה,1216,"סלק,קג",1,4.6,כן,4.6
נובמבר 2025,פאט ויני עזריאלי חיפה,1216,"סלק,קג",10,4.92,כן,49.24
נובמבר 2025,פאט ויני עזריאלי חיפה,97,"סלרי,יחידה",10,3.5,לא,35
נובמבר 2025,פאט ויני עזריאלי חיפה,344,"עגבניה אשכול,קג",53,11.95,כן,633.85
נובמבר 2025,פאט ויני עזריאלי חיפה,344,"עגבניה אשכול,קג",78,12.27,כן,957.41
נובמבר 2025,פאט ויני עזריאלי חיפה,344,"עגבניה אשכול,קג",33,12.79,כן,422.38
נובמבר 2025,פאט ויני עזריאלי חיפה,344,"עגבניה אשכול,קג",70,13.11,כן,918.01
נובמבר 2025,פאט ויני עזריאלי חיפה,901,"עגבניה ביף,קג",2,9,לא,18
נובמבר 2025,פאט ויני עזריאלי חיפה,901,"עגבניה ביף,קג",23,11.7,כן,269.1
נובמבר 2025,פאט ויני עזריאלי חיפה,1285,"עגבניה מרמנד,קג",1,34.63,כן,34.63
נובמבר 2025,פאט ויני עזריאלי חיפה,1467,"עגבניות מגי,נספאק",11,23.08,כן,253.98
נובמבר 2025,פאט ויני עזריאלי חיפה,1467,"עגבניות מגי,נספאק",37,23.61,כן,873.73
נובמבר 2025,פאט ויני עזריאלי חיפה,1467,"עגבניות מגי,נספאק",9,25.18,כן,226.7
נובמבר 2025,פאט ויני עזריאלי חיפה,1467,"עגבניות מגי,נספאק",16,25.71,כן,411.43
נובמבר 2025,פאט ויני עזריאלי חיפה,644,"עגבניות שרי מנומר,קג",10,19.41,כן,194.14
נובמבר 2025,פאט ויני עזריאלי חיפה,644,"עגבניות שרי מנומר,קג",54,20.46,כן,1105.08
נובמבר 2025,פאט ויני עזריאלי חיפה,640,"עגבניות שרי צהוב,קג",56,19.41,כן,1087.21
נובמבר 2025,פאט ויני עזריאלי חיפה,640,"עגבניות שרי צהוב,קג",41,20.46,כן,839.04
נובמבר 2025,פאט ויני עזריאלי חיפה,563,"עגבניות שרי תמר,קג",15,19.41,כן,291.21
נובמבר 2025,פאט ויני עזריאלי חיפה,563,"עגבניות שרי תמר,קג",55,19.93,כן,1096.67
נובמבר 2025,פאט ויני עזריאלי חיפה,563,"עגבניות שרי תמר,קג",51,20.46,כן,1043.68
נובמבר 2025,פאט ויני עזריאלי חיפה,54,"עירית,חבילה",7,2.8,לא,19.6
נובמבר 2025,פאט ויני עזריאלי חיפה,1511,"פומלית,קג",2,9.12,כן,18.24
נובמבר 2025,פאט ויני עזריאלי חיפה,44,"פטרוזיליה,קג",28,9.9,לא,277.2
נובמבר 2025,פאט ויני עזריאלי חיפה,65,"פטריות א-ת,קג",57,25.4,לא,1447.8
נובמבר 2025,פאט ויני עזריאלי חיפה,55,"פטריות יער,קג",0.5,34,לא,17
נובמבר 2025,פאט ויני עזריאלי חיפה,565,"פטריות פורטבלה גדולות,קג",66,28,לא,1848
נובמבר 2025,פאט ויני עזריאלי חיפה,555,"פטריות שי-מג'י חום,סלסלה",7,8,לא,56
נובמבר 2025,פאט ויני עזריאלי חיפה,1383,"פלפל ירוק חריף,קג",3,10.27,כן,30.83
נובמבר 2025,פאט ויני עזריאלי חיפה,1383,"פלפל ירוק חריף,קג",3,11.22,כן,33.67
נובמבר 2025,פאט ויני עזריאלי חיפה,1383,"פלפל ירוק חריף,קג",2,11.95,כן,23.91
נובמבר 2025,פאט ויני עזריאלי חיפה,1383,"פלפל ירוק חריף,קג",5,12.06,כן,60.32
נובמבר 2025,פאט ויני עזריאלי חיפה,1419,"פלפל צהוב,קג",9,9.85,כן,88.73
נובמבר 2025,פאט ויני עזריאלי חיפה,1419,"פלפל צהוב,קג",12,11.53,כן,138.47
נובמבר 2025,פאט ויני עזריאלי חיפה,1419,"פלפל צהוב,קג",22,11.74,כן,258.48
נובמבר 2025,פאט ויני עזריאלי חיפה,1419,"פלפל צהוב,קג",5,13.21,כן,66.09
נובמבר 2025,פאט ויני עזריאלי חיפה,119,"צ'ילי אדום,קג",13.5,20.5,לא,276.75
נובמבר 2025,פאט ויני עזריאלי חיפה,1514,"קיווי,קג",2,25.18,כן,50.37
נובמבר 2025,פאט ויני עזריאלי חיפה,1327,"קישוא,קג",1,13,כן,13
נובמבר 2025,פאט ויני עזריאלי חיפה,34,"רוזמרין,קג",0.5,13,לא,6.5
נובמבר 2025,פאט ויני עזריאלי חיפה,63,"רוקולה,קג",22.5,16,לא,360
נובמבר 2025,פאט ויני עזריאלי חיפה,190,"שום קלוף מובחר,קג",63,27,לא,1701
נובמבר 2025,פאט ויני עזריאלי חיפה,875,"שומר,קג",1,8.17,כן,8.17
נובמבר 2025,פאט ויני עזריאלי חיפה,875,"שומר,קג",2,10.27,כן,20.55
נובמבר 2025,פאט ויני עזריאלי חיפה,855,"תפו""א באטר,קג",295,4.5,לא,1327.5
נובמבר 2025,פאט ויני עזריאלי חיפה,1913,"תפו""א זעיר לבן מארז 1.5,יחידה",1,9.9,לא,9.9
נובמבר 2025,פאט ויני עזריאלי חיפה,1503,"תפוז רגיל,קג",7,8.91,כן,62.4
נובמבר 2025,פאט ויני עזריאלי חיפה,658,"תרד תורכי,קג",38,20,לא,760
נובמבר 2025,פאט ויני קריות,1512,"אגס,קג",8,19.41,כן,155.31
נובמבר 2025,פאט ויני קריות,1512,"אגס,קג",14,20.46,כן,286.5
נובמבר 2025,פאט ויני קריות,1512,"אגס,קג",13,22.03,כן,286.51
נובמבר 2025,פאט ויני קריות,39,"אורגנו,קג",5.5,19.9,לא,109.45
